Datetime,PJME_MW,Log_MW,Log_Diff,Log_Diff_Weekly
2018-06-05,28280.958333333332,10.24994400675365,0.04071039738652793,-0.2127728738991017
2018-06-06,27839.0,10.234193194263003,-0.015750812490646027,-0.015224792934477094
2018-06-07,28615.708333333332,10.261711088453772,0.027517894190769,0.0692439162723204
2018-06-08,30924.625,10.339308071075607,0.07759698262183434,-0.022843674875979048
2018-06-09,30465.583333333332,10.32435291015506,-0.014955160920546717,0.02840460204016182
2018-06-10,27027.458333333332,10.20460860352605,-0.11974430662900915,0.12478016019309202
2018-06-11,27287.958333333332,10.214200797174614,0.009592193648563452,-0.031089721025949757
2018-06-12,27915.083333333332,10.236922442992856,0.02272164581824221,-0.01798875156828572
2018-06-13,31366.75,10.353503693649973,0.11658125065711644,0.13233206314776247
2018-06-14,33066.708333333336,10.406282264684705,0.05277857103473238,0.02526067684396338
2018-06-15,30615.041666666668,10.32924672489975,-0.07703553978495492,-0.15463252240678926
2018-06-16,29337.041666666668,10.286606217256388,-0.04264050764336247,-0.02768534672281575
2018-06-17,32630.0,10.392987389587367,0.10638117233097866,0.2261254789599878
2018-06-18,40541.291666666664,10.610076281034354,0.21708889144698773,0.20749669779842428
2018-06-19,40480.583333333336,10.60857771426595,-0.0014985667684044301,-0.02422021258664664
2018-06-20,35744.583333333336,10.484154021491058,-0.12442369277489185,-0.2410049434320083
2018-06-21,35393.166666666664,10.474274048473722,-0.009879973017335786,-0.06265854405206817
2018-06-22,31334.333333333332,10.352469686968378,-0.1218043615053439,-0.044768821720388985
2018-06-23,27684.875,10.228641514166506,-0.12382817280187197,-0.0811876651585095
2018-06-24,31802.708333333332,10.367306732856589,0.13866521869008253,0.03228404635910387
2018-06-25,33504.125,10.419423844561107,0.05211711170451849,-0.16497177974246924
2018-06-26,31780.416666666668,10.36660555097602,-0.05281829358508716,-0.05131972681668273
2018-06-27,31319.75,10.352004167952831,-0.01460138302318903,0.10982230975170282
2018-06-28,36902.333333333336,10.516030061995108,0.1640258940422772,0.17390586705961297
2018-06-29,38875.875,10.568129157266819,0.05209909527171064,0.17390345677705454
2018-06-30,38415.541666666664,10.556217387597137,-0.011911769669682215,0.11191640313218976
2018-07-01,40584.833333333336,10.611149712579312,0.05493232498217537,-0.08373289370790715
2018-07-02,45218.125,10.719253281018304,0.10810356843899172,0.05598645673447322
2018-07-03,45258.041666666664,10.720135649728809,0.0008823687105046218,0.05370066229559178
2018-07-04,39652.791666666664,10.587916632318828,-0.1322190174099802,-0.11761763438679118
2018-07-05,42402.375,10.654959653802258,0.06704302148343011,-0.09698287255884708
2018-07-06,39145.25,10.575034365833309,-0.07992528796894938,-0.13202438324066001
2018-07-07,28926.5,10.27251340897139,-0.30252095686191893,-0.2906091871922367
2018-07-08,28616.791666666668,10.261748945731838,-0.010764463239551603,-0.06569678822172698
2018-07-09,34410.166666666664,10.446107342333027,0.1843583966011888,0.07625482816219709
2018-07-10,38866.125,10.567878327598143,0.12177098526511543,0.1208886165546108
2018-07-11,39699.583333333336,10.589095971238173,0.021217643640030204,0.15343666105001041
2018-07-12,36770.458333333336,10.512450039089357,-0.07664593214881599,-0.1436889536322461
2018-07-13,36047.166666666664,10.492583545079768,-0.019866494009589175,0.0600587939593602
2018-07-14,34942.666666666664,10.46146390208845,-0.03111964299131742,0.2714013138706015
2018-07-15,34204.083333333336,10.440100311635097,-0.0213635904533529,-0.010599127213801296
2018-07-16,41897.083333333336,10.642971493304353,0.20287118166925566,0.01851278506806686
2018-07-17,41080.875,10.623297963718285,-0.019673529586068383,-0.1414445148511838
2018-07-18,36402.458333333336,10.502391587974373,-0.12090637574391216,-0.14212401938394237
2018-07-19,34624.541666666664,10.45231800633825,-0.050073581636121745,0.026572350512694243
2018-07-20,34887.708333333336,10.45988984940205,0.007571843063798767,0.02743833707338794
2018-07-21,29329.75,10.286357638239295,-0.17353221116275463,-0.14241256817143721
2018-07-22,31062.25,10.343748534516859,0.057390896277563996,0.0787544867309169
2018-07-23,37556.375,10.53359841641752,0.18984988190066154,-0.013021299768594119
2018-07-24,38382.875,10.555366675562837,0.02176825914531655,0.04144178873138493
2018-07-25,37062.166666666664,10.520351961882886,-0.035014713679951015,0.08589166206396115
2018-07-26,38221.166666666664,10.55114474235891,0.030792780476023296,0.08086636211214504
2018-07-27,38191.5,10.550368256745951,-0.0007764856129579556,-0.008348328676756722
2018-07-28,34495.75,10.448591407025338,-0.10177684972061307,0.07175536144214156
2018-07-29,32162.916666666668,10.378569411552075,-0.07002199547326349,-0.12741289175082748
2018-07-30,32957.416666666664,10.40297160311999,0.024402191567915565,-0.16544769033274598
2018-07-31,34539.083333333336,10.449846812070366,0.046875208950375225,0.025106949805058676
2018-08-01,39230.791666666664,10.577217219134234,0.12737040706386793,0.16238512074381894
2018-08-02,39593.041666666664,10.58640866631458,0.009191447180347367,-0.02160133329567593
2018-08-03,35486.0,10.476893531483524,-0.10951513483105657,-0.10873864921809862
